Bomet	54.8	50.4	4.9	0.0	0.4	1.7	33.9	7.5	2.0	0.0	0.0	0.0	4.4	3.5	0.6	0.4	45.2	100.0	394
Western	58.6	56.9	5.9	0.0	4.6	1.3	27.5	15.2	2.5	0.0	0.0	0.0	1.7	1.1	0.3	0.3	41.4	100.0	1,950
Kakamega	62.1	60.3	6.9	0.0	5.4	1.0	30.4	14.1	2.6	0.0	0.0	0.0	1.7	1.0	0.5	0.3	37.9	100.0	697
Vihiga	59.5	56.6	3.9	0.0	4.8	3.3	25.3	16.2	3.1	0.0	0.0	0.0	2.9	2.9	0.0	0.0	40.5	100.0	212
Bungoma	55.5	53.9	5.1	0.0	4.4	0.8	29.0	11.8	2.9	0.0	0.0	0.0	1.6	0.9	0.2	0.5	44.5	100.0	696
Busia	57.5	56.5	6.5	0.0	3.5	1.8	20.2	23.6	1.0	0.0	0.0	0.0	0.9	0.9	0.1	0.0	42.5	100.0	345
Nyanza	56.4	53.9	3.6	0.0	3.4	2.0	29.3	12.4	2.9	0.0	0.1	0.1	2.5	2.0	0.3	0.2	43.6	100.0	2,525
Siaya	55.0	51.0	3.2	0.0	5.8	1.8	19.3	15.3	5.7	0.0	0.0	0.0	4.0	3.3	0.7	0.0	45.0	100.0	326
Kisumu	62.4	59.3	5.2	0.0	3.7	1.5	24.3	21.1	3.5	0.0	0.0	0.0	3.1	3.1	0.0	0.0	37.6	100.0	500
Homa Bay	46.7	45.5	3.8	0.0	2.1	1.1	26.1	8.6	3.5	0.0	0.0	0.3	1.2	1.2	0.0	0.0	53.3	100.0	520
Migori	44.6	43.9	1.9	0.0	2.3	1.1	24.6	10.6	3.1	0.3	0.0	0.0	0.7	0.2	0.3	0.3	55.4	100.0	432
Kisii	66.1	62.8	3.2	0.0	4.0	3.5	41.8	9.2	0.8	0.0	0.3	0.0	3.4	2.2	0.7	0.4	33.9	100.0	531
Nyamira	67.9	64.2	4.2	0.0	3.5	3.9	42.6	8.2	1.2	0.0	0.3	0.3	3.7	3.0	0.3	0.3	32.1	100.0	216
Nairobi	62.6	58.3	2.0	0.1	12.5	4.5	23.6	12.1	3.3	0.0	0.0	0.0	4.4	3.2	0.3	0.9	37.4	100.0	2,117
Total	58.0	53.2	3.2	0.0	8.0	3.4	26.4	9.9	2.2	0.0	0.1	0.0	4.8	3.8	0.7	0.3	42.0	100.0	18,549
Note: If more than one method is used, only the most effective method is considered in this tabulation.
LAM = Lactational amenorrhoea method.
