Annex Table A3: Overall Poverty Estimates (Households) by Place of residence and County, 2015/16


Embu	22.4	(2.20)	5.2	(0.67)	2.0	(0.34)	1.2	(0.13)	0.9	(0.12)	0.7	(0.12)	164	37
Kitui	39.3	(2.56)	11.0	(0.90)	4.3	(0.45)	3.0	(0.25)	2.5	(0.25)	1.8	(0.23)	236	93
Machakos	18.2	(2.05)	4.4	(0.62)	1.7	(0.32)	1.9	(0.21)	1.7	(0.25)	1.6	(0.34)	328	60
Makueni	27.6	(2.18)	6.9	(0.71)	2.6	(0.35)	2.1	(0.19)	1.6	(0.18)	1.1	(0.17)	233	64
Nyandarua	24.0	(2.27)	4.8	(0.57)	1.5	(0.22)	1.5	(0.16)	0.9	(0.12)	0.6	(0.10)	191	46
Nyeri	13.0	(1.61)	1.6	(0.26)	0.3	(0.08)	1.1	(0.15)	0.5	(0.10)	0.4	(0.11)	271	35
Kirinyag’a	16.9	(2.11)	3.4	(0.54)	1.2	(0.30)	1.1	(0.15)	0.7	(0.11)	0.5	(0.12)	198	33
Murang'a	19.7	(1.97)	4.5	(0.58)	1.6	(0.27)	2.0	(0.22)	1.5	(0.20)	1.1	(0.22)	323	64
Kiambu	18.2	(2.10)	4.9	(0.66)	1.8	(0.31)	3.5	(0.44)	4.3	(0.67)	4.6	(0.91)	600	109
Turkana	70.8	(3.06)	38.2	(2.01)	24.6	(1.55)	5.6	(0.39)	11.2	(0.84)	17.3	(1.46)	246	174
West Pokot	53.1	(2.80)	18.4	(1.32)	8.6	(0.82)	2.0	(0.16)	2.1	(0.19)	1.8	(0.21)	119	63
samburu	63.1	(2.57)	24.6	(1.39)	12.4	(0.93)	1.2	(0.09)	1.5	(0.12)	1.5	(0.15)	61	39
Trans Nzoia	28.3	(2.57)	8.5	(0.97)	3.5	(0.51)	1.9	(0.21)	1.9	(0.23)	1.7	(0.27)	210	59
Uasin Gishu	32.0	(2.30)	9.6	(0.92)	4.3	(0.54)	2.8	(0.23)	3.2	(0.37)	3.7	(0.63)	270	86
Elgeyo/ Marakwet	38.5	(2.70)	11.4	(0.99)	4.6	(0.52)	1.2	(0.11)	1.1	(0.12)	0.9	(0.12)	99	38
Nandi	30.5	(2.23)	7.9	(0.72)	2.8	(0.32)	2.0	(0.17)	1.5	(0.16)	1.1	(0.13)	202	61
baringo	31.4	(2.54)	7.8	(0.82)	3.3	(0.46)	1.5	(0.14)	1.2	(0.13)	1.0	(0.13)	152	48
Laikipia	37.1	(2.97)	10.8	(1.26)	4.5	(0.77)	1.6	(0.17)	1.5	(0.19)	1.2	(0.20)	135	50
Nakuru	21.2	(2.04)	5.4	(0.64)	1.9	(0.29)	3.9	(0.42)	4.1	(0.56)	4.2	(0.81)	578	123
Narok	16.9	(2.07)	4.2	(0.67)	1.6	(0.34)	1.2	(0.16)	1.0	(0.15)	0.8	(0.15)	223	38
Kajiado	31.9	(2.64)	10.1	(1.04)	4.4	(0.59)	2.6	(0.24)	3.1	(0.35)	3.4	(0.49)	250	80
Kericho	27.3	(2.20)	6.7	(0.68)	2.5	(0.34)	1.8	(0.17)	1.4	(0.16)	1.0	(0.14)	211	57
bomet	40.4	(2.62)	7.2	(0.68)	2.1	(0.27)	2.3	(0.20)	1.2	(0.13)	0.6	(0.09)	179	72
Kakamega	31.2	(2.24)	8.5	(0.78)	3.5	(0.47)	3.9	(0.33)	3.5	(0.34)	3.0	(0.39)	392	122
Vihiga	38.6	(2.44)	10.2	(0.90)	4.2	(0.54)	1.8	(0.14)	1.6	(0.18)	1.6	(0.27)	144	56
bungoma	30.2	(2.41)	8.1	(0.79)	3.3	(0.41)	3.1	(0.28)	2.7	(0.28)	2.3	(0.32)	321	97
busia	59.9	(2.46)	18.0	(0.99)	7.2	(0.53)	3.4	(0.22)	3.2	(0.24)	2.8	(0.28)	177	106
siaya	27.4	(2.29)	6.8	(0.71)	2.7	(0.38)	2.2	(0.21)	1.9	(0.20)	1.8	(0.24)	246	67
Kisumu	27.0	(2.05)	6.8	(0.65)	2.7	(0.34)	2.5	(0.21)	2.4	(0.26)	2.5	(0.39)	284	77
homa bay	29.2	(2.20)	7.3	(0.75)	2.9	(0.39)	2.1	(0.19)	1.9	(0.23)	2.0	(0.35)	224	66
Migori	34.3	(2.51)	7.6	(0.88)	3.1	(0.63)	2.6	(0.23)	1.8	(0.22)	1.5	(0.28)	233	80
Kisii	34.5	(2.52)	8.7	(0.84)	3.3	(0.42)	3.2	(0.29)	2.7	(0.30)	2.3	(0.36)	290	100
Nyamira	28.7	(2.30)	7.8	(0.75)	3.0	(0.36)	1.6	(0.15)	1.4	(0.15)	1.0	(0.15)	179	51
Nairobi City	11.3	(1.54)	2.4	(0.39)	0.8	(0.18)	5.4	(0.75)	6.1	(1.00)	6.6	(1.42)	1,503	169
