Annex Table B3: Food Poverty Estimates (Households) by Place of residence and County, 2015/16

Trans Nzoia	27.3	(2.50)	8.0	(0.93)	3.3	(0.48)	2.1	(0.23)	2.1	(0.27)	2.0	(0.30)	210	57
Uasin Gishu	28.4	(2.21)	8.8	(0.85)	3.9	(0.48)	2.8	(0.25)	3.2	(0.35)	3.4	(0.49)	270	77
Elgeyo/Marakwet	36.9	(2.69)	8.9	(0.84)	3.3	(0.44)	1.3	(0.12)	1.1	(0.12)	0.9	(0.13)	99	37
Nandi	26.2	(2.14)	7.0	(0.72)	2.7	(0.38)	1.9	(0.18)	1.7	(0.20)	1.4	(0.21)	202	53
baringo	30.8	(2.55)	7.8	(0.78)	3.0	(0.39)	1.7	(0.17)	1.5	(0.16)	1.2	(0.17)	152	47
Laikipia	21.4	(2.49)	6.5	(1.09)	2.8	(0.63)	1.1	(0.14)	1.1	(0.20)	1.0	(0.24)	135	29
Nakuru	14.4	(1.72)	3.5	(0.51)	1.2	(0.24)	3.1	(0.39)	2.8	(0.44)	2.5	(0.55)	578	83
Narok	16.5	(1.96)	4.8	(0.70)	2.1	(0.43)	1.4	(0.17)	1.3	(0.20)	1.3	(0.26)	223	37
Kajiado	28.7	(2.57)	9.5	(1.08)	4.4	(0.68)	2.6	(0.27)	3.2	(0.40)	3.6	(0.57)	250	72
Kericho	26.0	(2.18)	6.0	(0.69)	2.4	(0.44)	2.0	(0.20)	1.6	(0.19)	1.3	(0.24)	211	55
bomet	24.3	(2.30)	3.9	(0.51)	1.1	(0.19)	1.6	(0.18)	0.8	(0.12)	0.5	(0.09)	179	44
Kakamega	28.3	(2.18)	7.4	(0.74)	2.9	(0.43)	4.1	(0.36)	3.6	(0.39)	3.1	(0.45)	392	111
Vihiga	30.2	(2.29)	8.3	(0.84)	3.6	(0.52)	1.6	(0.14)	1.5	(0.17)	1.5	(0.22)	144	44
bungoma	26.0	(2.31)	7.8	(0.85)	3.4	(0.48)	3.1	(0.30)	3.1	(0.36)	2.9	(0.42)	321	83
busia	47.6	(2.51)	13.2	(0.94)	5.3	(0.50)	3.1	(0.22)	2.9	(0.25)	2.5	(0.27)	177	84
siaya	20.5	(2.05)	5.3	(0.71)	2.3	(0.50)	1.9	(0.20)	1.7	(0.23)	1.6	(0.32)	246	50
Kisumu	24.2	(1.99)	6.2	(0.65)	2.5	(0.40)	2.5	(0.23)	2.3	(0.26)	2.2	(0.37)	284	69
homa bay	19.2	(1.88)	5.1	(0.63)	2.1	(0.33)	1.6	(0.17)	1.5	(0.21)	1.5	(0.26)	224	43
Migori	27.2	(2.40)	7.5	(0.99)	3.6	(0.77)	2.3	(0.24)	2.2	(0.30)	2.3	(0.48)	233	63
Kisii	33.6	(2.61)	8.4	(0.90)	3.1	(0.45)	3.6	(0.35)	3.1	(0.37)	2.5	(0.39)	290	98
Nyamira	29.9	(2.32)	8.3	(0.83)	3.4	(0.48)	2.0	(0.18)	1.8	(0.20)	1.7	(0.27)	179	53
Nairobi City	12.9	(1.54)	3.0	(0.45)	1.1	(0.22)	7.1	(0.85)	7.1	(1.03)	7.3	(1.35)	1,503	194
