Annex Table A2: Overall Poverty estimates (Adulteq) by Place of residence and County, 2015/16


Turkana	78.7	(2.60)	45.3	(2.06)	30.2	(1.75)	5.0	(0.40)	10.8	(0.96)	17.3	(1.75)	816	642
West Pokot	57.4	(3.10)	20.0	(1.53)	9.5	(0.93)	2.2	(0.19)	2.3	(0.23)	2.0	(0.23)	489	280
samburu	75.4	(2.41)	32.3	(1.65)	17.0	(1.26)	1.2	(0.10)	1.6	(0.15)	1.6	(0.17)	209	158
Trans Nzoia	33.0	(3.22)	10.1	(1.26)	4.2	(0.70)	2.1	(0.26)	2.1	(0.28)	1.9	(0.32)	828	273
Uasin Gishu	40.4	(2.76)	12.7	(1.18)	5.7	(0.70)	2.9	(0.26)	3.2	(0.37)	3.5	(0.57)	911	368
Elgeyo/ Marakwet	43.9	(3.14)	13.6	(1.27)	5.7	(0.70)	1.3	(0.12)	1.2	(0.14)	1.0	(0.15)	374	164
Nandi	36.2	(2.66)	9.4	(0.92)	3.5	(0.45)	2.2	(0.20)	1.7	(0.19)	1.1	(0.16)	768	278
baringo	39.1	(3.16)	9.5	(1.05)	4.1	(0.62)	1.7	(0.17)	1.3	(0.15)	1.0	(0.16)	556	217
Laikipia	44.9	(3.53)	14.5	(2.06)	6.7	(1.44)	1.4	(0.17)	1.4	(0.24)	1.2	(0.27)	406	182
Nakuru	28.6	(2.73)	7.5	(0.89)	2.7	(0.41)	3.6	(0.42)	3.8	(0.55)	3.9	(0.78)	1,620	464
Narok	22.4	(2.78)	6.0	(1.01)	2.4	(0.55)	1.4	(0.20)	1.2	(0.20)	0.9	(0.19)	808	181
Kajiado	39.0	(3.08)	12.6	(1.18)	5.6	(0.65)	2.1	(0.21)	2.5	(0.28)	2.6	(0.37)	704	275
Kericho	30.4	(2.59)	8.1	(0.92)	3.2	(0.52)	1.8	(0.19)	1.5	(0.18)	1.1	(0.17)	765	233
bomet	47.5	(3.02)	9.2	(0.92)	2.8	(0.40)	2.6	(0.24)	1.5	(0.18)	0.8	(0.13)	714	339
Kakamega	35.9	(2.78)	9.6	(0.99)	3.8	(0.59)	4.1	(0.40)	3.5	(0.39)	2.8	(0.41)	1,476	529
Vihiga	42.4	(2.79)	11.5	(1.11)	4.7	(0.64)	1.7	(0.15)	1.5	(0.20)	1.5	(0.32)	509	216
bungoma	35.1	(3.04)	9.6	(0.99)	3.8	(0.49)	3.3	(0.34)	2.8	(0.32)	2.3	(0.32)	1,197	421
busia	68.7	(2.52)	22.3	(1.21)	9.4	(0.69)	3.5	(0.25)	3.5	(0.29)	3.1	(0.31)	661	454
siaya	33.6	(2.86)	8.7	(0.99)	3.5	(0.53)	2.0	(0.22)	1.8	(0.22)	1.7	(0.25)	782	263
Kisumu	33.0	(2.53)	8.6	(0.84)	3.4	(0.43)	2.3	(0.22)	2.3	(0.27)	2.3	(0.39)	904	299
homa bay	33.8	(2.60)	8.4	(0.90)	3.4	(0.47)	2.1	(0.21)	1.9	(0.25)	2.0	(0.38)	812	274
Migori	41.1	(3.05)	8.2	(0.84)	2.6	(0.35)	2.8	(0.28)	1.8	(0.21)	1.2	(0.19)	881	362
Kisii	40.9	(3.10)	10.6	(1.07)	3.9	(0.50)	3.4	(0.34)	2.9	(0.35)	2.5	(0.38)	1,081	442
Nyamira	33.0	(2.68)	9.2	(0.93)	3.5	(0.45)	1.5	(0.15)	1.2	(0.14)	0.9	(0.12)	565	187
Nairobi City	16.2	(2.27)	3.3	(0.56)	1.1	(0.24)	4.7	(0.71)	5.1	(0.88)	5.4	(1.20)	3,727	604
