Murang'a	25.3	(2.66)	6.0	(0.87)	2.1	(0.44)	1.7	(0.21)	1.2	(0.19)	0.9	(0.18)	1,085	274
Kiambu	23.3	(2.86)	6.6	(0.95)	2.5	(0.43)	2.7	(0.38)	3.4	(0.59)	3.8	(0.81)	1,868	435
Turkana	79.4	(2.58)	46.0	(2.05)	30.8	(1.76)	5.2	(0.41)	11.2	(0.96)	17.9	(1.71)	1,084	860
West Pokot	57.4	(3.11)	20.1	(1.54)	9.5	(0.93)	2.3	(0.20)	2.4	(0.24)	2.1	(0.25)	649	373
samburu	75.8	(2.39)	32.1	(1.63)	16.8	(1.24)	1.3	(0.10)	1.7	(0.15)	1.7	(0.18)	284	215
Trans Nzoia	34.0	(3.28)	10.4	(1.31)	4.4	(0.74)	2.2	(0.26)	2.1	(0.29)	1.9	(0.32)	1,038	353
Uasin Gishu	41.0	(2.79)	12.9	(1.20)	5.8	(0.71)	2.8	(0.26)	3.2	(0.38)	3.6	(0.62)	1,133	465
Elgeyo/Marakwet	43.4	(3.14)	13.4	(1.26)	5.6	(0.69)	1.2	(0.12)	1.2	(0.13)	0.9	(0.14)	469	204
Nandi	36.0	(2.66)	9.4	(0.92)	3.4	(0.44)	2.1	(0.20)	1.6	(0.18)	1.1	(0.15)	954	343
baringo	39.6	(3.20)	9.7	(1.07)	4.2	(0.65)	1.7	(0.17)	1.3	(0.15)	1.1	(0.17)	704	278
Laikipia	45.9	(3.63)	14.9	(2.05)	6.8	(1.40)	1.4	(0.17)	1.4	(0.24)	1.2	(0.26)	507	233
Nakuru	29.1	(2.78)	7.8	(0.92)	2.8	(0.43)	3.6	(0.42)	3.8	(0.54)	3.9	(0.79)	2,031	592
Narok	22.6	(2.82)	6.0	(1.01)	2.4	(0.54)	1.5	(0.22)	1.2	(0.21)	0.9	(0.20)	1,078	243
Kajiado	40.7	(3.17)	13.1	(1.21)	5.8	(0.66)	2.2	(0.22)	2.5	(0.29)	2.6	(0.38)	871	355
Kericho	30.3	(2.60)	8.1	(0.92)	3.2	(0.52)	1.7	(0.18)	1.4	(0.18)	1.0	(0.17)	945	286
bomet	48.8	(3.02)	9.3	(0.90)	2.8	(0.39)	2.7	(0.25)	1.5	(0.18)	0.8	(0.12)	916	447
Kakamega	35.8	(2.78)	9.5	(0.98)	3.8	(0.57)	4.1	(0.40)	3.4	(0.39)	2.7	(0.40)	1,876	672
Vihiga	43.2	(2.81)	11.5	(1.08)	4.6	(0.61)	1.7	(0.15)	1.5	(0.19)	1.4	(0.28)	627	271
bungoma	35.7	(3.07)	9.5	(0.97)	3.6	(0.47)	3.4	(0.36)	2.8	(0.32)	2.3	(0.32)	1,553	555
busia	69.3	(2.52)	22.3	(1.20)	9.3	(0.68)	3.6	(0.25)	3.5	(0.29)	3.0	(0.32)	840	583
siaya	33.8	(2.92)	8.7	(1.00)	3.5	(0.53)	2.0	(0.22)	1.8	(0.22)	1.7	(0.26)	985	333
Kisumu	33.9	(2.56)	8.7	(0.85)	3.4	(0.45)	2.3	(0.22)	2.3	(0.26)	2.3	(0.40)	1,132	384
homa bay	33.5	(2.60)	8.4	(0.91)	3.4	(0.48)	2.2	(0.21)	2.0	(0.26)	2.1	(0.40)	1,072	360
Migori	41.2	(3.07)	8.0	(0.83)	2.5	(0.33)	2.8	(0.28)	1.8	(0.21)	1.2	(0.19)	1,126	464
Kisii	41.7	(3.14)	10.8	(1.10)	4.0	(0.51)	3.4	(0.34)	2.9	(0.35)	2.4	(0.37)	1,347	562
Nyamira	32.7	(2.68)	9.1	(0.93)	3.5	(0.46)	1.4	(0.14)	1.2	(0.14)	0.8	(0.12)	699	229
Nairobi City	16.7	(2.35)	3.4	(0.56)	1.1	(0.24)	4.5	(0.69)	4.9	(0.84)	5.1	(1.12)	4,463	745
