Annex Table B1: Food Poverty Estimates (individuals) by residence and County, 2015/16
residence /

Kirinyag’a	18.8	(2.64)	3.0	(0.50)	0.9	(0.19)	0.8	(0.13)	0.4	(0.08)	0.3	(0.06)	608	114
Murang'a	22.7	(2.62)	5.7	(0.90)	2.2	(0.46)	1.7	(0.23)	1.4	(0.24)	1.2	(0.26)	1,085	246
Kiambu	23.5	(2.93)	5.9	(0.87)	2.2	(0.36)	3.0	(0.44)	3.0	(0.52)	3.0	(0.54)	1,868	439
Turkana	66.1	(3.19)	32.9	(2.10)	20.4	(1.71)	4.9	(0.42)	8.6	(0.78)	12.4	(1.22)	1,084	716
West Pokot	57.3	(3.07)	20.4	(1.50)	9.4	(0.90)	2.6	(0.23)	3.0	(0.31)	3.0	(0.37)	649	372
samburu	60.1	(3.00)	22.7	(1.67)	11.3	(1.21)	1.2	(0.11)	1.5	(0.16)	1.6	(0.21)	284	171
Trans Nzoia	33.3	(3.20)	9.9	(1.23)	4.1	(0.67)	2.4	(0.28)	2.4	(0.34)	2.3	(0.39)	1,038	345
Uasin Gishu	38.2	(2.78)	11.7	(1.07)	5.0	(0.61)	3.0	(0.28)	3.3	(0.36)	3.4	(0.50)	1,133	433
Elgeyo / Marakwet	44.8	(3.17)	10.8	(1.03)	4.0	(0.52)	1.4	(0.14)	1.2	(0.14)	1.0	(0.14)	469	210
Nandi	31.5	(2.60)	8.3	(0.88)	3.1	(0.42)	2.1	(0.21)	1.8	(0.22)	1.5	(0.22)	954	300
baringo	41.4	(3.40)	10.8	(1.14)	4.1	(0.58)	2.0	(0.23)	1.7	(0.23)	1.5	(0.23)	704	291
Laikipia	28.5	(3.59)	9.2	(1.89)	4.2	(1.16)	1.0	(0.16)	1.1	(0.25)	1.1	(0.32)	507	145
Nakuru	19.6	(2.41)	4.8	(0.74)	1.7	(0.38)	2.7	(0.38)	2.5	(0.42)	2.3	(0.57)	2,031	399
Narok	22.1	(2.68)	6.7	(1.03)	3.0	(0.64)	1.6	(0.23)	1.7	(0.28)	1.7	(0.36)	1,078	238
Kajiado	36.9	(3.16)	12.3	(1.21)	5.5	(0.68)	2.2	(0.24)	2.7	(0.32)	2.9	(0.41)	871	321
Kericho	31.4	(2.66)	7.3	(0.86)	2.9	(0.52)	2.0	(0.21)	1.6	(0.21)	1.4	(0.25)	945	297
bomet	32.8	(2.98)	5.6	(0.77)	1.6	(0.29)	2.1	(0.24)	1.1	(0.18)	0.7	(0.14)	916	300
Kakamega	33.3	(2.73)	8.3	(0.91)	3.1	(0.50)	4.3	(0.43)	3.6	(0.44)	3.0	(0.48)	1,876	624
Vihiga	36.6	(2.77)	9.5	(1.01)	4.0	(0.59)	1.6	(0.16)	1.4	(0.18)	1.3	(0.22)	627	230
bungoma	32.4	(3.09)	9.5	(1.12)	3.9	(0.55)	3.5	(0.40)	3.4	(0.46)	3.1	(0.46)	1,553	503
busia	59.5	(2.74)	17.5	(1.19)	7.2	(0.67)	3.4	(0.27)	3.4	(0.31)	3.1	(0.35)	840	500
siaya	27.3	(2.80)	7.2	(1.01)	3.1	(0.66)	1.8	(0.23)	1.7	(0.25)	1.7	(0.34)	985	269
Kisumu	32.5	(2.59)	8.3	(0.90)	3.3	(0.51)	2.5	(0.25)	2.3	(0.29)	2.2	(0.39)	1,132	368
homa bay	22.7	(2.32)	6.0	(0.77)	2.4	(0.39)	1.7	(0.20)	1.6	(0.23)	1.5	(0.29)	1,072	244
Migori	32.0	(2.96)	7.9	(0.96)	3.0	(0.46)	2.5	(0.28)	2.1	(0.28)	1.8	(0.30)	1,126	360
Kisii	44.5	(3.25)	11.6	(1.33)	4.3	(0.69)	4.1	(0.45)	3.6	(0.51)	3.1	(0.54)	1,347	599
Nyamira	36.3	(2.76)	10.1	(1.02)	4.1	(0.57)	1.7	(0.17)	1.6	(0.19)	1.5	(0.22)	699	254
Nairobi City	16.1	(2.03)	3.9	(0.62)	1.5	(0.30)	4.9	(0.66)	5.1	(0.82)	5.4	(1.11)	4,463	717
